pmid,arm_id,arm_label,arm_type,n_assigned,n_analyzed_neuroimaging,disease_condition,acupuncture_modality,stimulation_type,acupoints_used,anatomical_location,laterality,penetration,depth,depth_mm,manipulation,needle_type,needle_size,electrical_stim,electrical_frequency,electrical_intensity,needle_retention,needle_retention_min,session_duration,session_duration_min,n_sessions,n_sessions_numeric,treatment_period,deqi_intended,participant_instructions,treatment_rationale,practitioner_description,blinding,study_design
37383656,TATG,true acupoint treatment group (TATG),verum_acupuncture,36,26.0,ischemic stroke with motor dysfunction,manual_acupuncture,manual acupuncture,"['bilateral Hegu (LI4)', 'bilateral Quchi (LI11)', 'bilateral Neiguan (PC6)', 'bilateral Zusanli (ST36)', 'bilateral Yanglingquan (GB34)', 'bilateral Sanyinjiao (SP6)']",bilateral upper and lower extremities,bilateral,inserted vertically into the skin,20-30 mm,,twirling and lifting conducted on all needles to allow patients to obtain De qi,Ande brand disposable acupuncture needles,0.25 × 40 mm,False,not_applicable,not_applicable,30 minutes,30.0,not_reported,,five treatment sessions per week for 2 weeks (10 sessions in total),10.0,2 weeks,"yes; De qi, a combination of sensations including soreness, dullness, numbness, heaviness, and other feelings",not_reported,"Shou Zu Shi Er Zhen has the effect of harmonizing qi and blood, balancing yin and yang, harmonizing the spleen and stomach, and regulating body constituent and spirit",not_reported,patients and assessors blinded for group allocation,"single-center, randomised controlled neuroimaging study"
37383656,SATG,sham acupoint treatment group (SATG),sham_acupuncture,17,14.0,ischemic stroke with motor dysfunction,sham_needling,sham acupuncture,[],20mm beside the true acupoints,not_reported,not_reported,not_reported,,not_reported; De qi sensations avoided in the manipulation in the SATG group,Ande brand disposable acupuncture needles,0.25 × 40 mm,False,not_applicable,not_applicable,30 minutes,30.0,not_reported,,five treatment sessions per week for 2 weeks (10 sessions in total),10.0,2 weeks,no; De qi sensations avoided,not_reported,not_reported,not_reported,patients and assessors blinded for group allocation,"single-center, randomised controlled neuroimaging study"
37408438,TA,true acupuncture (TA),verum_acupuncture,66,64.0,Chronic neck pain (CNP),manual_acupuncture,Manual acupuncture,"['Tianliao point (SJ15)', 'Jianwaishu point (SI14)', 'Jianzhongshu point (SI15)', 'Dazhu point (BL11)', 'Jugu point (LI16)']","Five sensitive acupuncture points with the largest absolute value of changes in the pressure pain threshold, selected from 15 candidate acupoints: Jianjing (GB21), Jianzhongshu (SI15), Wangu (GB12), Fengchi (GB20), Tianzhu (BL10), Dazhui (DU14), Dazhu (BL11), Jianwaishu (SI14), Tianliao (SJ15), Jugu (LI16), Tianzong (SI11), Shousanli (LI10), Lieque (LU7), Zhongzhu (SJ3), and Houxi (SI3)",not_reported,Penetrating,approximately 0.5–1.5 cm,,Rotating or lifting–thrusting manipulation was performed for Deqi sensation after needle insertion,"single-use stainless steel filiform needles (Hwato Needles, Sino-foreign Joint Venture Suzhou Hua Tuo Medical Instruments Co.)",25–40 mm in length and 0.25–0.30 mm in diameter,False,not_applicable,not_applicable,30 min per session,30.0,30 min,30.0,12 sessions total (3 times weekly for 4 weeks),12.0,4 weeks,"Yes; Deqi sensation (a sensation of soreness, numbness, distention, or radiation that indicated effective needling) intended","None of the patients were allowed to receive any sustained-release or prophylactic analgesics. For intolerable neck pain, patients were allowed to receive analgesic medications (such as non-steroidal anti-inflammatory drugs) or effective analgesic medications, which they considered as rescue medications.",Acupoints determined by data mined from the literature and expert consensus on the treatment of CNP; five most sensitive acupoints selected by detecting individualized tenderness threshold,Two specialized acupuncturists with at least 5 years of training and 3 years of experience,"Patients blinded to group assignments; acupuncturists not blinded (due to nature of interventions); outcome assessors, data collectors, and statisticians blinded to treatment allocation",Randomized neuroimaging trial
37408438,SA,sham acupuncture (SA),sham_acupuncture,33,28.0,Chronic neck pain (CNP),sham_needling,Shallow needling at non-acupoints,[],Five non-acupoints selected based on previous studies,not_reported,Shallow penetration (2 mm depth),2 mm,2.0,without manual stimulation,"single-use stainless steel filiform needles (Hwato Needles, Sino-foreign Joint Venture Suzhou Hua Tuo Medical Instruments Co.)",25–40 mm in length and 0.25–0.30 mm in diameter,False,not_applicable,not_applicable,30 min per session,30.0,30 min,30.0,12 sessions total (3 times weekly for 4 weeks),12.0,4 weeks,No; no manual stimulation to yield the Deqi sensation,"None of the patients were allowed to receive any sustained-release or prophylactic analgesics. For intolerable neck pain, patients were allowed to receive analgesic medications (such as non-steroidal anti-inflammatory drugs) or effective analgesic medications, which they considered as rescue medications.",Non-acupoints used as control to explore the specificity of acupoints,Two specialized acupuncturists with at least 5 years of training and 3 years of experience,"Patients blinded to group assignments; acupuncturists not blinded (due to nature of interventions); outcome assessors, data collectors, and statisticians blinded to treatment allocation",Randomized neuroimaging trial
37415858,arm_REAL,real acupuncture (REAL),verum_acupuncture,25,15.0,Healthy volunteers,manual_acupuncture,manual acupuncture needling with rotation,['left ST36 (Zusanli)'],left ST36 (Zusanli),left,inserted into the acupoint (ST36) before the MRI scan started,not_reported,,manually performed 24 or 22 needle stimulations by rotating the needle at approximately 1 Hz for 2 s; inter-stimulation interval between stimulations: 17.0 ± 2.2 s for the 24 stimulations; 19.0 ± 2.9 s for the 22 stimulations,"MRI-compatible titanium needle (DongBang Co., Korea)",0.3 mm x 30 mm,False,not_applicable,not_applicable,needle inserted before scan started and removed after completion of scan; scan duration 420 s,7.0,420 s fMRI scan,7.0,1 session per condition (crossover),1.0,single session crossover,not_reported,"Participants watched the video stream for the needle stimulation at their left leg, which was visual information for the therapeutic context (i.e., contextual manipulation)",contextual manipulation with somatosensory stimulation,a licensed acupuncturist,Participants in PHNT condition were given contextual manipulation to induce needling credibility; blinding of participants to sham condition was assessed via structural interviews; no mention of experimenter blinding,Crossover within-subject fMRI experiment with two conditions (REAL and PHNT); participants randomly and evenly assigned to REAL-PHNT or PHNT-REAL order
37415858,arm_PHNT,phantom acupuncture (PHNT),sham_acupuncture,25,15.0,Healthy volunteers,phantom_acupuncture,contextual manipulation only; no needle insertion,[],left ST36 (Zusanli) — acupuncturist mimicked procedures at this location but needle was not inserted,left,needle was not inserted into the acupoint (ST36),not_applicable,,The acupuncturist mimicked the acupuncture procedures of needle insertion and rotation in synchronizing with the acupuncturist's action in the video clip during the PHNT session,not_reported (no needle insertion),not_applicable,False,not_applicable,not_applicable,not_applicable,,420 s fMRI scan,7.0,1 session per condition (crossover),1.0,single session crossover,not intended; needling credibility was induced via contextual manipulation,"PHNT was performed identically to REAL from the participant's point of view, except that the needle was not inserted into the acupoint (ST36). To ensure participants' needling credibility without needling insertion, we played the recorded video clip from the participant's REAL session or the best-matched participant's REAL session",only contextual manipulation; PHNT led to visual afferent and needling credibility without somatosensory afferents by displaying a video for needling stimulation with verbal instruction inducing a context of acupuncture treatment,a licensed acupuncturist (mimicking procedures),Participants in PHNT condition were given contextual manipulation to induce needling credibility; blinding of participants to sham condition was assessed via structural interviews; no mention of experimenter blinding,Crossover within-subject fMRI experiment with two conditions (REAL and PHNT); participants randomly and evenly assigned to REAL-PHNT or PHNT-REAL order
37584456,arm_training_test,training-test set,verum_acupuncture,100,89.0,Functional dyspepsia (FD),manual_acupuncture,not_reported,"['Zusanli (ST 36)', 'Weishu (BL 21)', 'Zhongwan (CV 12)']",not_reported,not_reported,not_reported,not_reported,,not_reported,not_reported,not_reported,False,not_applicable,not_applicable,not_reported,,not_reported,,20 sessions,20.0,4 weeks,not_reported,not_reported,stimulated acupoints were disease-related and proven to be effective,not_reported,not_reported for the prediction study itself; source trials were randomized controlled,Prediction model development and validation study using retrospectively and prospectively gathered data from randomized controlled neuroimaging trials; machine learning-based prediction using clinical and resting-state fMRI features
37584456,arm_validation,independent validation set,verum_acupuncture,60,58.0,Functional dyspepsia (FD),manual_acupuncture,not_reported,"['Zusanli (ST 36)', 'Weishu (BL 21)', 'Zhongwan (CV 12)']",not_reported,not_reported,not_reported,not_reported,,not_reported,not_reported,not_reported,False,not_applicable,not_applicable,not_reported,,not_reported,,20 sessions,20.0,4 weeks,not_reported,not_reported,stimulated acupoints were disease-related and proven to be effective,not_reported,not_reported for the prediction study itself; source trials were randomized controlled,Prediction model development and validation study using retrospectively and prospectively gathered data from randomized controlled neuroimaging trials; machine learning-based prediction using clinical and resting-state fMRI features
37721727,arm_HC,healthy control subjects (HCs),healthy_control,30,30.0,Internet addiction (IA),non_acupuncture,none,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_applicable,,not_applicable,,not_applicable,not_applicable,not_reported,not_applicable,not_applicable,not_reported,Pre-post intervention study with healthy control comparison group; resting-state fMRI collected before and after acupuncture treatment in the IA group; HCs received one fMRI scan after enrollment with no treatment
37721727,arm_IA,subjects with IA,verum_acupuncture,30,27.0,Internet addiction (IA),manual_acupuncture,acupuncture with needle insertion and deqi elicitation,"['Sishenchong (EX-HN1)', 'Baihui (DU-20)', 'bilateral Sanyinjiao (SP-6)', 'Neiguan (PC-6)', 'Taichong (LR-3)', 'Shenmen (HT-7)', 'Xuanzhong (GB-39)', 'Hegu (LI-4)']",not_reported,bilateral Sanyinjiao specified; others not specified as unilateral or bilateral in text,inserted into the selected acupoints,the depths of needle insertion are shown in Table S1,,needles were lifted and thrust until the individuals felt deqi,"stainless-steel needles (0.30 × 40 mm, Hwato)","0.30 × 40 mm, Hwato",False,not_applicable,not_applicable,needles were left in the acupoints for 30 min,30.0,30 min each,30.0,20 sessions,20.0,40-day course; once every 2 days,"needles were lifted and thrust until the individuals felt deqi (a complex and mixed feeling including numbness, distention, soreness, or dull pain at the needling acupoints)",participants were required not to receive any other medical interventions during the research,not_reported,two licensed acupuncturists,not_reported,Pre-post intervention study with healthy control comparison group; resting-state fMRI collected before and after acupuncture treatment in the IA group; HCs received one fMRI scan after enrollment with no treatment
